,region,district,year,month,mean_mon_rainfall_mm
107422,Eastern,Akwapim North,2000,10,157.97661
107423,Eastern,Akwapim South,2000,10,153.20303
107424,Eastern,Asuogyaman,2000,10,158.61145
107425,Eastern,Fanteakwa,2000,10,168.61006
107426,Eastern,Kwaebibirem,2000,10,198.80377
107427,Eastern,New Juaben Municipal,2000,10,177.48698
107428,Eastern,Suhum / Kraboa Coaltar,2000,10,189.20113
107429,Eastern,West Akim,2000,10,177.29079
107430,Eastern,Yilo Krobo,2000,10,155.49652
107431,Greater Accra,Dangbe East,2000,10,63.062984
107432,Greater Accra,Dangbe West,2000,10,82.678825
107433,Upper West,Lawra,2000,10,61.500065
107434,Upper West,Nadowli,2000,10,73.101906
107435,Volta,Keta Municipal,2000,10,89.71946
107436,Volta,North Tongu,2000,10,114.36581
107437,Western,Ahanta West,2000,10,68.273415
107438,Western,Aowin / Suaman,2000,10,81.993164
107439,Western,Sefwi Bibiani-Ahwiaso Bekwai,2000,10,78.56012
107440,Western,Jomoro,2000,10,72.86474
107441,Ashanti,K M A,2000,10,122.13205
107442,Upper East,Bawku West,2000,10,69.91592
107443,Upper East,Bongo,2000,10,51.69017
107444,Upper East,Builsa,2000,10,56.027042
107445,Northern,West Mamprusi,2000,10,80.870026
107446,Northern,Savelugu Nanton,2000,10,87.14149
107447,Northern,Tolon Kumbugu,2000,10,78.62324
107448,Northern,Yendi,2000,10,122.20383
107449,Northern,Tamale,2000,10,95.31934
107450,Upper West,Wa West,2000,10,85.7336
107451,Upper West,Wa Municipal,2000,10,90.675476
107452,Upper West,Wa East,2000,10,88.07966
107453,Upper East,Bawku Municipal,2000,10,60.405712
107454,Northern,East Mamprusi,2000,10,82.54566
107455,Northern,Central Gonja,2000,10,95.85525
107456,Northern,West Gonja,2000,10,93.73452
107457,Northern,Bole,2000,10,101.90193
107458,Northern,Sawla / Tuna / Kalba,2000,10,100.83838
107459,Northern,Nanumba North,2000,10,199.75153
107460,Brong Ahafo,Kintampo,2000,10,100.65419
107461,Brong Ahafo,Kintampo South,2000,10,127.41041
107462,Brong Ahafo,Wenchi,2000,10,119.61039
107463,Brong Ahafo,Tain,2000,10,101.7449
107464,Brong Ahafo,Jaman South,2000,10,101.10452
107465,Brong Ahafo,Jaman North,2000,10,85.41966
107466,Brong Ahafo,Asunafo North,2000,10,102.5443
107467,Brong Ahafo,Asunafo South,2000,10,91.41485
107468,Brong Ahafo,Tano North,2000,10,109.94052
107469,Brong Ahafo,Tano South,2000,10,109.48898
107470,Ashanti,Atwima Mponua,2000,10,95.33483
107471,Ashanti,Atwima Nwabiagya,2000,10,119.00282
107472,Ashanti,Amansie Central,2000,10,89.743645
107473,Ashanti,Obuasi Municipal,2000,10,94.00208
107474,Ashanti,Adansi North,2000,10,98.69883
107475,Western,Bia,2000,10,93.742516
107476,Western,Juabeso,2000,10,87.60474
107477,Western,Wassa Amenfi East,2000,10,90.42465
107478,Western,Wassa Amenfi West,2000,10,86.22256
107479,Central,Assin North,2000,10,139.13025
107480,Central,Assin South,2000,10,144.415
107481,Volta,Krachi East,2000,10,197.35837
107482,Volta,Krachi West,2000,10,194.5483
107483,Greater Accra,Ga East,2000,10,83.75222
107484,Volta,South Dayi,2000,10,158.12773
107485,Volta,Norh Dayi (Kpando),2000,10,150.94765
107486,Northern,Karaga,2000,10,91.57539
107487,Northern,Gushiegu,2000,10,93.76104
107488,Brong Ahafo,Pru,2000,10,141.18564
107489,Brong Ahafo,Atebubu Amantin,2000,10,142.77632
107490,Eastern,Kwahu West,2000,10,186.31718
107491,Eastern,Atiwa,2000,10,203.63
107492,Eastern,East Akim,2000,10,211.13187
107493,Upper West,Sissala West,2000,10,70.287636
107494,Upper West,Sissala East,2000,10,67.141884
107495,Upper East,Bolgatanga,2000,10,54.223503
107496,Upper East,Talensi Nabdam,2000,10,69.780556
107497,Volta,South Tongu,2000,10,87.348724
107498,Upper East,Kasena Nankana East,2000,10,51.315403
107499,Upper East,Kasena Nankana West,2000,10,43.639908
107500,Upper West,Jirapa,2000,10,69.06707
107501,Upper West,Lambussie Karni,2000,10,62.290073
107502,Northern,Kpandai,2000,10,204.84782
107503,Northern,East Gonja,2000,10,152.30359
107504,Brong Ahafo,Dormaa East,2000,10,108.3912
107505,Brong Ahafo,Dormaa Municipal,2000,10,107.32101
107506,Brong Ahafo,Nkoranza South,2000,10,105.03764
107507,Brong Ahafo,Nkoranza North,2000,10,107.01581
107508,Brong Ahafo,Sunyani Municipal,2000,10,108.08234
107509,Brong Ahafo,Sunyani West,2000,10,109.29156
107510,Central,Upper Denkyira West,2000,10,80.57542
107511,Central,Upper Denkyira East,2000,10,99.19041
107512,Central,Awutu Senya,2000,10,107.51234
107513,Central,Effutu,2000,10,87.10935
107514,Western,Prestea / Huni Valley,2000,10,124.91109
107515,Western,Tarkwa Nsuaem,2000,10,112.74675
107516,Western,Sefwi Wiawso,2000,10,72.58977
107517,Western,Sefwi Akontombra,2000,10,75.56236
107518,Greater Accra,Ga West,2000,10,89.466644
107519,Greater Accra,Weija (Ga South),2000,10,98.303955
107520,Greater Accra,Adenta,2000,10,64.37272
107521,Greater Accra,Tema,2000,10,62.70382
107522,Greater Accra,Ashaiman,2000,10,87.13348
107523,Greater Accra,Ledzokuku / Krowor,2000,10,63.91559
107524,Greater Accra,A M A,2000,10,55.12053
107525,Volta,Biakoye,2000,10,196.59683
107526,Eastern,Birim South,2000,10,163.07451
107527,Eastern,Birim Central Municipal,2000,10,178.49425
107528,Eastern,Kwahu East,2000,10,148.0619
107529,Eastern,Kwahu South,2000,10,157.26086
107530,Ashanti,Adansi South,2000,10,128.42717
107531,Ashanti,Bosome Freho,2000,10,134.8722
107532,Ashanti,Sekyere South,2000,10,130.57686
107533,Ashanti,Sekyere Central,2000,10,152.56213
107534,Ashanti,Mampong Municipal,2000,10,126.50401
107535,Ashanti,Offinso North,2000,10,117.17142
107536,Ashanti,Offinso Municipal,2000,10,133.56244
107537,Ashanti,Ejisu Juaben,2000,10,137.66095
107538,Ashanti,Sekyere East,2000,10,136.63586
107539,Central,Agona East,2000,10,148.02715
107540,Central,Agona West,2000,10,160.1902
107541,Eastern,Lower Manya Krobo,2000,10,148.89963
107542,Eastern,Upper Manya Krobo,2000,10,156.29645
107543,Western,Shama,2000,10,91.45033
107544,Western,Sekondi-Takoradi,2000,10,72.56291
107545,Western,Mpohor-Wassa East,2000,10,119.10291
107546,Western,Nzema East,2000,10,86.43888
107547,Western,Ellembelle,2000,10,83.55252
107548,Ashanti,Bekwai Municipal,2000,10,112.91837
107549,Ashanti,Kwabre East,2000,10,130.50972
107550,Ashanti,Afigya Kwabre,2000,10,136.04446
107551,Ashanti,Atwima Kwanwoma,2000,10,103.90059
107552,Ashanti,Bosumtwi,2000,10,145.73515
107553,Eastern,Birim North,2000,10,180.25983
107554,Eastern,Akyemansa,2000,10,169.39847
107555,Brong Ahafo,Sene,2000,10,191.76006
107556,Ashanti,Sekyere Afram Plains,2000,10,182.44923
107557,Eastern,Kwahu North,2000,10,156.68753
107558,Central,Gomoa West,2000,10,115.01082
107559,Central,Gomoa East,2000,10,84.77736
107560,Volta,Akatsi,2000,10,123.81399
107561,Volta,Hohoe,2000,10,179.60384
107562,Volta,Kadjebi,2000,10,227.0869
107563,Northern,Zabzugu-Tatale,2000,10,159.2786
107564,Upper East,Garu Tempane,2000,10,65.28124
107565,Northern,Bunkpurugu Yonyo,2000,10,80.61252
107566,Northern,Nanumba South,2000,10,198.0992
107567,Volta,Ho,2000,10,159.81252
107568,Volta,Adaklu Anyigbe,2000,10,139.8628
107569,Northern,Chereponi,2000,10,97.626526
107570,Northern,Saboba,2000,10,111.15965
107571,Volta,Jasikan,2000,10,219.50851
107572,Volta,Ketu North,2000,10,109.14749
107573,Volta,Ketu South,2000,10,75.88649
107574,Volta,Nkwanta North,2000,10,196.13194
107575,Volta,Nkwanta South,2000,10,193.9534
107858,Ashanti,Ahafo Ano North,2000,11,39.045364
107859,Ashanti,Ahafo Ano South,2000,11,41.48418
107860,Ashanti,Amansie West,2000,11,55.95333
107861,Ashanti,Asante Akim North,2000,11,34.304024
107862,Ashanti,Asante Akim South,2000,11,45.44119
107863,Ashanti,Ejura Sekye Dumasi,2000,11,26.408094
107864,Brong Ahafo,Asutifi,2000,11,34.864048
107865,Brong Ahafo,Berekum,2000,11,27.464685
107866,Brong Ahafo,Techiman,2000,11,35.493652
107867,Central,Ajumanku / Enyan / Essiam,2000,11,85.87989
107868,Central,Abura / Asebu / Kwamankese,2000,11,61.078163
107869,Central,Asikuma / Odoben / Brakwa,2000,11,94.42643
107870,Central,Cape Coast,2000,11,58.953144
107871,Central,Komenda / Edina / Eguafo / Abirem,2000,11,60.034393
107872,Central,Mfantsiman,2000,11,58.150734
107873,Central,Twifo / Heman / Lower Denkyira,2000,11,71.83557
107874,Eastern,Akwapim North,2000,11,70.24983
107875,Eastern,Akwapim South,2000,11,77.464455
107876,Eastern,Asuogyaman,2000,11,38.397686
107877,Eastern,Fanteakwa,2000,11,49.00925
107878,Eastern,Kwaebibirem,2000,11,96.32713
107879,Eastern,New Juaben Municipal,2000,11,69.54374
107880,Eastern,Suhum / Kraboa Coaltar,2000,11,88.17966
107881,Eastern,West Akim,2000,11,106.76749
107882,Eastern,Yilo Krobo,2000,11,65.09115
107883,Greater Accra,Dangbe East,2000,11,28.126028
107884,Greater Accra,Dangbe West,2000,11,44.547707
107885,Upper West,Lawra,2000,11,5.214479
107886,Upper West,Nadowli,2000,11,4.4888706
107887,Volta,Keta Municipal,2000,11,32.131783
107888,Volta,North Tongu,2000,11,40.5383
107889,Western,Ahanta West,2000,11,45.688667
107890,Western,Aowin / Suaman,2000,11,90.79991
107891,Western,Sefwi Bibiani-Ahwiaso Bekwai,2000,11,65.32653
107892,Western,Jomoro,2000,11,92.06457
107893,Ashanti,K M A,2000,11,46.99534
107894,Upper East,Bawku West,2000,11,2.2319148
107895,Upper East,Bongo,2000,11,1.0843657
107896,Upper East,Builsa,2000,11,1.6370109
107897,Northern,West Mamprusi,2000,11,2.8931293
107898,Northern,Savelugu Nanton,2000,11,2.4023435
107899,Northern,Tolon Kumbugu,2000,11,2.8452845
107900,Northern,Yendi,2000,11,3.5164099
107901,Northern,Tamale,2000,11,4.2197337
107902,Upper West,Wa West,2000,11,4.772138
107903,Upper West,Wa Municipal,2000,11,5.2575874
107904,Upper West,Wa East,2000,11,5.6495237
107905,Upper East,Bawku Municipal,2000,11,1.7306129
107906,Northern,East Mamprusi,2000,11,2.9257746
107907,Northern,Central Gonja,2000,11,5.6459103
107908,Northern,West Gonja,2000,11,5.5379596
107909,Northern,Bole,2000,11,7.657814
107910,Northern,Sawla / Tuna / Kalba,2000,11,7.022648
107911,Northern,Nanumba North,2000,11,5.5105367
107912,Brong Ahafo,Kintampo,2000,11,12.867716
107913,Brong Ahafo,Kintampo South,2000,11,25.419306
107914,Brong Ahafo,Wenchi,2000,11,27.174446
107915,Brong Ahafo,Tain,2000,11,15.828905
107916,Brong Ahafo,Jaman South,2000,11,19.438047
107917,Brong Ahafo,Jaman North,2000,11,17.981619
107918,Brong Ahafo,Asunafo North,2000,11,40.482292
107919,Brong Ahafo,Asunafo South,2000,11,57.983658
107920,Brong Ahafo,Tano North,2000,11,28.999264
107921,Brong Ahafo,Tano South,2000,11,35.541344
107922,Ashanti,Atwima Mponua,2000,11,56.560387
107923,Ashanti,Atwima Nwabiagya,2000,11,49.549023
107924,Ashanti,Amansie Central,2000,11,50.566544
107925,Ashanti,Obuasi Municipal,2000,11,52.482822
107926,Ashanti,Adansi North,2000,11,48.03732
107927,Western,Bia,2000,11,47.309696
107928,Western,Juabeso,2000,11,66.7038
107929,Western,Wassa Amenfi East,2000,11,68.92325
107930,Western,Wassa Amenfi West,2000,11,70.15276
107931,Central,Assin North,2000,11,79.944756
107932,Central,Assin South,2000,11,81.73841
107933,Volta,Krachi East,2000,11,17.82493
107934,Volta,Krachi West,2000,11,9.152463
107935,Greater Accra,Ga East,2000,11,56.9825
107936,Volta,South Dayi,2000,11,34.069233
107937,Volta,Norh Dayi (Kpando),2000,11,34.745373
107938,Northern,Karaga,2000,11,2.538099
107939,Northern,Gushiegu,2000,11,3.091055
107940,Brong Ahafo,Pru,2000,11,17.03458
107941,Brong Ahafo,Atebubu Amantin,2000,11,21.12655
107942,Eastern,Kwahu West,2000,11,56.639526
107943,Eastern,Atiwa,2000,11,80.70998
107944,Eastern,East Akim,2000,11,98.897285
107945,Upper West,Sissala West,2000,11,3.6003284
107946,Upper West,Sissala East,2000,11,3.376077
107947,Upper East,Bolgatanga,2000,11,2.2411273
107948,Upper East,Talensi Nabdam,2000,11,2.2562761
107949,Volta,South Tongu,2000,11,30.972801
107950,Upper East,Kasena Nankana East,2000,11,1.6740841
107951,Upper East,Kasena Nankana West,2000,11,1.2906523
107952,Upper West,Jirapa,2000,11,4.1701245
107953,Upper West,Lambussie Karni,2000,11,3.2654884
107954,Northern,Kpandai,2000,11,6.9435334
107955,Northern,East Gonja,2000,11,6.824881
107956,Brong Ahafo,Dormaa East,2000,11,29.949156
107957,Brong Ahafo,Dormaa Municipal,2000,11,32.31444
107958,Brong Ahafo,Nkoranza South,2000,11,30.993113
107959,Brong Ahafo,Nkoranza North,2000,11,29.728844
107960,Brong Ahafo,Sunyani Municipal,2000,11,24.861643
107961,Brong Ahafo,Sunyani West,2000,11,26.426884
107962,Central,Upper Denkyira West,2000,11,58.867306
107963,Central,Upper Denkyira East,2000,11,58.461037
107964,Central,Awutu Senya,2000,11,80.41189
107965,Central,Effutu,2000,11,55.21666
107966,Western,Prestea / Huni Valley,2000,11,80.553406
107967,Western,Tarkwa Nsuaem,2000,11,82.768456
107968,Western,Sefwi Wiawso,2000,11,60.803795
107969,Western,Sefwi Akontombra,2000,11,77.30039
107970,Greater Accra,Ga West,2000,11,59.87969
107971,Greater Accra,Weija (Ga South),2000,11,65.340385
107972,Greater Accra,Adenta,2000,11,49.315044
107973,Greater Accra,Tema,2000,11,38.66707
107974,Greater Accra,Ashaiman,2000,11,49.27241
107975,Greater Accra,Ledzokuku / Krowor,2000,11,32.912514
107976,Greater Accra,A M A,2000,11,38.799046
107977,Volta,Biakoye,2000,11,43.43641
107978,Eastern,Birim South,2000,11,91.69166
107979,Eastern,Birim Central Municipal,2000,11,103.09681
107980,Eastern,Kwahu East,2000,11,37.743145
107981,Eastern,Kwahu South,2000,11,45.714672
107982,Ashanti,Adansi South,2000,11,63.59659
107983,Ashanti,Bosome Freho,2000,11,51.77071
107984,Ashanti,Sekyere South,2000,11,33.330364
107985,Ashanti,Sekyere Central,2000,11,21.494526
107986,Ashanti,Mampong Municipal,2000,11,25.96571
107987,Ashanti,Offinso North,2000,11,35.480186
107988,Ashanti,Offinso Municipal,2000,11,39.960644
107989,Ashanti,Ejisu Juaben,2000,11,38.856457
107990,Ashanti,Sekyere East,2000,11,35.655598
107991,Central,Agona East,2000,11,96.736534
107992,Central,Agona West,2000,11,94.51899
107993,Eastern,Lower Manya Krobo,2000,11,61.453342
107994,Eastern,Upper Manya Krobo,2000,11,41.237827
107995,Western,Shama,2000,11,61.810993
107996,Western,Sekondi-Takoradi,2000,11,54.36772
107997,Western,Mpohor-Wassa East,2000,11,71.55505
107998,Western,Nzema East,2000,11,79.19729
107999,Western,Ellembelle,2000,11,86.41876
108000,Ashanti,Bekwai Municipal,2000,11,46.1826
108001,Ashanti,Kwabre East,2000,11,39.531265
108002,Ashanti,Afigya Kwabre,2000,11,37.523075
108003,Ashanti,Atwima Kwanwoma,2000,11,51.334736
108004,Ashanti,Bosumtwi,2000,11,44.126217
108005,Eastern,Birim North,2000,11,59.203796
108006,Eastern,Akyemansa,2000,11,86.77207
108007,Brong Ahafo,Sene,2000,11,17.811289
108008,Ashanti,Sekyere Afram Plains,2000,11,21.248121
108009,Eastern,Kwahu North,2000,11,29.107012
108010,Central,Gomoa West,2000,11,83.93118
108011,Central,Gomoa East,2000,11,66.21055
108012,Volta,Akatsi,2000,11,42.926617
108013,Volta,Hohoe,2000,11,50.149853
108014,Volta,Kadjebi,2000,11,26.403166
108015,Northern,Zabzugu-Tatale,2000,11,8.321528
108016,Upper East,Garu Tempane,2000,11,1.8801112
108017,Northern,Bunkpurugu Yonyo,2000,11,3.0012202
108018,Northern,Nanumba South,2000,11,8.080321
108019,Volta,Ho,2000,11,37.620953
108020,Volta,Adaklu Anyigbe,2000,11,38.65207
108021,Northern,Chereponi,2000,11,2.9192035
108022,Northern,Saboba,2000,11,3.5691185
108023,Volta,Jasikan,2000,11,40.48048
108024,Volta,Ketu North,2000,11,44.72602
108025,Volta,Ketu South,2000,11,32.16873
108026,Volta,Nkwanta North,2000,11,9.527061
108027,Volta,Nkwanta South,2000,11,14.950097
108310,Ashanti,Ahafo Ano North,2000,12,7.655798
108311,Ashanti,Ahafo Ano South,2000,12,7.9550776
108312,Ashanti,Amansie West,2000,12,23.129618
108313,Ashanti,Asante Akim North,2000,12,10.625822
108314,Ashanti,Asante Akim South,2000,12,18.598911
108315,Ashanti,Ejura Sekye Dumasi,2000,12,5.077266
108316,Brong Ahafo,Asutifi,2000,12,8.176505
108317,Brong Ahafo,Berekum,2000,12,5.9902935
108318,Brong Ahafo,Techiman,2000,12,7.0358634
108319,Central,Ajumanku / Enyan / Essiam,2000,12,47.761646
108320,Central,Abura / Asebu / Kwamankese,2000,12,37.891666
108321,Central,Asikuma / Odoben / Brakwa,2000,12,49.163006
108322,Central,Cape Coast,2000,12,26.564213
108323,Central,Komenda / Edina / Eguafo / Abirem,2000,12,33.967644
108324,Central,Mfantsiman,2000,12,39.952686
108325,Central,Twifo / Heman / Lower Denkyira,2000,12,47.248768
108326,Eastern,Akwapim North,2000,12,35.260136
108327,Eastern,Akwapim South,2000,12,35.621674
108328,Eastern,Asuogyaman,2000,12,25.395405
108329,Eastern,Fanteakwa,2000,12,20.632639
108330,Eastern,Kwaebibirem,2000,12,34.75499
108331,Eastern,New Juaben Municipal,2000,12,30.28975
108332,Eastern,Suhum / Kraboa Coaltar,2000,12,38.467228
108333,Eastern,West Akim,2000,12,44.434956
108334,Eastern,Yilo Krobo,2000,12,34.351006
108335,Greater Accra,Dangbe East,2000,12,10.259954
108336,Greater Accra,Dangbe West,2000,12,19.928432
108337,Upper West,Lawra,2000,12,2.551086
108338,Upper West,Nadowli,2000,12,2.2411551
108339,Volta,Keta Municipal,2000,12,7.4193783
108340,Volta,North Tongu,2000,12,15.100555
108341,Western,Ahanta West,2000,12,42.83784
108342,Western,Aowin / Suaman,2000,12,43.83736
108343,Western,Sefwi Bibiani-Ahwiaso Bekwai,2000,12,20.017395
108344,Western,Jomoro,2000,12,57.554684
108345,Ashanti,K M A,2000,12,12.442828
108346,Upper East,Bawku West,2000,12,2.7166057
108347,Upper East,Bongo,2000,12,2.8343918
108348,Upper East,Builsa,2000,12,2.4138632
108349,Northern,West Mamprusi,2000,12,2.3654182
108350,Northern,Savelugu Nanton,2000,12,2.3364697
108351,Northern,Tolon Kumbugu,2000,12,2.1964238
108352,Northern,Yendi,2000,12,3.2223313
108353,Northern,Tamale,2000,12,2.6620564
108354,Upper West,Wa West,2000,12,2.3337061
108355,Upper West,Wa Municipal,2000,12,2.6540449
108356,Upper West,Wa East,2000,12,2.5116324
108357,Upper East,Bawku Municipal,2000,12,2.5940094
108358,Northern,East Mamprusi,2000,12,2.3835533
108359,Northern,Central Gonja,2000,12,2.583515
108360,Northern,West Gonja,2000,12,2.5808218
108361,Northern,Bole,2000,12,3.334484
108362,Northern,Sawla / Tuna / Kalba,2000,12,2.9820833
108363,Northern,Nanumba North,2000,12,3.8907912
108364,Brong Ahafo,Kintampo,2000,12,3.8017988
108365,Brong Ahafo,Kintampo South,2000,12,5.3049917
108366,Brong Ahafo,Wenchi,2000,12,6.411121
108367,Brong Ahafo,Tain,2000,12,4.9618263
108368,Brong Ahafo,Jaman South,2000,12,5.544368
108369,Brong Ahafo,Jaman North,2000,12,5.301002
108370,Brong Ahafo,Asunafo North,2000,12,9.86505
108371,Brong Ahafo,Asunafo South,2000,12,11.538263
108372,Brong Ahafo,Tano North,2000,12,6.689057
108373,Brong Ahafo,Tano South,2000,12,6.224586
108374,Ashanti,Atwima Mponua,2000,12,11.491704
108375,Ashanti,Atwima Nwabiagya,2000,12,10.113245
108376,Ashanti,Amansie Central,2000,12,27.16298
108377,Ashanti,Obuasi Municipal,2000,12,32.668102
108378,Ashanti,Adansi North,2000,12,24.193535
108379,Western,Bia,2000,12,13.546388
108380,Western,Juabeso,2000,12,25.516144
108381,Western,Wassa Amenfi East,2000,12,42.126156
108382,Western,Wassa Amenfi West,2000,12,39.685513
108383,Central,Assin North,2000,12,44.597363
108384,Central,Assin South,2000,12,51.56188
108385,Volta,Krachi East,2000,12,5.3202176
108386,Volta,Krachi West,2000,12,3.4131663
108387,Greater Accra,Ga East,2000,12,32.73817
108388,Volta,South Dayi,2000,12,19.787434
108389,Volta,Norh Dayi (Kpando),2000,12,14.351024
108390,Northern,Karaga,2000,12,2.2925017
108391,Northern,Gushiegu,2000,12,2.3149033
108392,Brong Ahafo,Pru,2000,12,3.9247458
108393,Brong Ahafo,Atebubu Amantin,2000,12,5.1839647
108394,Eastern,Kwahu West,2000,12,17.12149
108395,Eastern,Atiwa,2000,12,22.288752
108396,Eastern,East Akim,2000,12,39.969566
108397,Upper West,Sissala West,2000,12,2.3027537
108398,Upper West,Sissala East,2000,12,2.388193
108399,Upper East,Bolgatanga,2000,12,2.4072077
108400,Upper East,Talensi Nabdam,2000,12,1.8889432
108401,Volta,South Tongu,2000,12,9.881153
108402,Upper East,Kasena Nankana East,2000,12,3.12878
108403,Upper East,Kasena Nankana West,2000,12,2.9938517
108404,Upper West,Jirapa,2000,12,2.5774956
108405,Upper West,Lambussie Karni,2000,12,2.312773
108406,Northern,Kpandai,2000,12,3.249955
108407,Northern,East Gonja,2000,12,3.4262128
108408,Brong Ahafo,Dormaa East,2000,12,5.8804765
108409,Brong Ahafo,Dormaa Municipal,2000,12,6.451963
108410,Brong Ahafo,Nkoranza South,2000,12,5.462933
108411,Brong Ahafo,Nkoranza North,2000,12,5.7374463
108412,Brong Ahafo,Sunyani Municipal,2000,12,6.9471874
108413,Brong Ahafo,Sunyani West,2000,12,6.645829
108414,Central,Upper Denkyira West,2000,12,31.886824
108415,Central,Upper Denkyira East,2000,12,36.832756
108416,Central,Awutu Senya,2000,12,39.27818
108417,Central,Effutu,2000,12,33.605335
108418,Western,Prestea / Huni Valley,2000,12,52.622704
108419,Western,Tarkwa Nsuaem,2000,12,53.898643
108420,Western,Sefwi Wiawso,2000,12,19.416658
108421,Western,Sefwi Akontombra,2000,12,34.043953
108422,Greater Accra,Ga West,2000,12,36.111286
108423,Greater Accra,Weija (Ga South),2000,12,37.672024
108424,Greater Accra,Adenta,2000,12,27.527872
108425,Greater Accra,Tema,2000,12,22.16875
108426,Greater Accra,Ashaiman,2000,12,25.250229
108427,Greater Accra,Ledzokuku / Krowor,2000,12,24.682764
108428,Greater Accra,A M A,2000,12,34.993027
108429,Volta,Biakoye,2000,12,13.024981
108430,Eastern,Birim South,2000,12,48.31675
108431,Eastern,Birim Central Municipal,2000,12,45.500305
108432,Eastern,Kwahu East,2000,12,11.460244
108433,Eastern,Kwahu South,2000,12,14.792663
108434,Ashanti,Adansi South,2000,12,34.01502
108435,Ashanti,Bosome Freho,2000,12,28.578007
108436,Ashanti,Sekyere South,2000,12,5.9969783
108437,Ashanti,Sekyere Central,2000,12,5.240945
108438,Ashanti,Mampong Municipal,2000,12,5.690441
108439,Ashanti,Offinso North,2000,12,6.0934854
108440,Ashanti,Offinso Municipal,2000,12,5.6799307
108441,Ashanti,Ejisu Juaben,2000,12,10.756964
108442,Ashanti,Sekyere East,2000,12,7.99221
108443,Central,Agona East,2000,12,42.096493
108444,Central,Agona West,2000,12,45.604824
108445,Eastern,Lower Manya Krobo,2000,12,32.565952
108446,Eastern,Upper Manya Krobo,2000,12,23.988909
108447,Western,Shama,2000,12,38.77068
108448,Western,Sekondi-Takoradi,2000,12,35.633812
108449,Western,Mpohor-Wassa East,2000,12,50.281563
108450,Western,Nzema East,2000,12,56.600853
108451,Western,Ellembelle,2000,12,58.208523
108452,Ashanti,Bekwai Municipal,2000,12,19.589838
108453,Ashanti,Kwabre East,2000,12,7.931329
108454,Ashanti,Afigya Kwabre,2000,12,5.9152575
108455,Ashanti,Atwima Kwanwoma,2000,12,15.153081
108456,Ashanti,Bosumtwi,2000,12,16.585531
108457,Eastern,Birim North,2000,12,22.828043
108458,Eastern,Akyemansa,2000,12,38.040356
108459,Brong Ahafo,Sene,2000,12,6.047629
108460,Ashanti,Sekyere Afram Plains,2000,12,6.7731166
108461,Eastern,Kwahu North,2000,12,11.850532
108462,Central,Gomoa West,2000,12,47.676655
108463,Central,Gomoa East,2000,12,37.944973
108464,Volta,Akatsi,2000,12,12.139552
108465,Volta,Hohoe,2000,12,18.777143
108466,Volta,Kadjebi,2000,12,10.200211
108467,Northern,Zabzugu-Tatale,2000,12,3.6010108
108468,Upper East,Garu Tempane,2000,12,2.2978425
108469,Northern,Bunkpurugu Yonyo,2000,12,1.9163915
108470,Northern,Nanumba South,2000,12,3.0040767
108471,Volta,Ho,2000,12,21.175348
108472,Volta,Adaklu Anyigbe,2000,12,17.70397
108473,Northern,Chereponi,2000,12,2.0169334
108474,Northern,Saboba,2000,12,3.1528325
108475,Volta,Jasikan,2000,12,12.821255
108476,Volta,Ketu North,2000,12,9.969641
108477,Volta,Ketu South,2000,12,6.9394493
108478,Volta,Nkwanta North,2000,12,2.8540967
108479,Volta,Nkwanta South,2000,12,4.655307
108762,Ashanti,Ahafo Ano North,2001,1,6.53102
108763,Ashanti,Ahafo Ano South,2001,1,6.9767666
108764,Ashanti,Amansie West,2001,1,5.353841
108765,Ashanti,Asante Akim North,2001,1,6.7103834
108766,Ashanti,Asante Akim South,2001,1,9.745449
108767,Ashanti,Ejura Sekye Dumasi,2001,1,4.21534
108768,Brong Ahafo,Asutifi,2001,1,6.045731
108769,Brong Ahafo,Berekum,2001,1,5.971291
108770,Brong Ahafo,Techiman,2001,1,5.2005663
108771,Central,Ajumanku / Enyan / Essiam,2001,1,16.667747
108772,Central,Abura / Asebu / Kwamankese,2001,1,15.873436
108773,Central,Asikuma / Odoben / Brakwa,2001,1,13.67822
108774,Central,Cape Coast,2001,1,12.63808
108775,Central,Komenda / Edina / Eguafo / Abirem,2001,1,15.504542
108776,Central,Mfantsiman,2001,1,14.85428
108777,Central,Twifo / Heman / Lower Denkyira,2001,1,16.112822
108778,Eastern,Akwapim North,2001,1,15.238194
108779,Eastern,Akwapim South,2001,1,12.106488
108780,Eastern,Asuogyaman,2001,1,11.856125
108781,Eastern,Fanteakwa,2001,1,15.931703
108782,Eastern,Kwaebibirem,2001,1,12.22973
108783,Eastern,New Juaben Municipal,2001,1,14.198643
108784,Eastern,Suhum / Kraboa Coaltar,2001,1,13.956612
108785,Eastern,West Akim,2001,1,11.867225
108786,Eastern,Yilo Krobo,2001,1,16.517406
108787,Greater Accra,Dangbe East,2001,1,6.5621843
108788,Greater Accra,Dangbe West,2001,1,9.983254
108789,Upper West,Lawra,2001,1,0.9886889
108790,Upper West,Nadowli,2001,1,0.89562154
108791,Volta,Keta Municipal,2001,1,6.2362585
108792,Volta,North Tongu,2001,1,7.4545817
108793,Western,Ahanta West,2001,1,23.706533
108794,Western,Aowin / Suaman,2001,1,14.079761
108795,Western,Sefwi Bibiani-Ahwiaso Bekwai,2001,1,6.5105906
108796,Western,Jomoro,2001,1,23.22403
108797,Ashanti,K M A,2001,1,5.2476416
108798,Upper East,Bawku West,2001,1,0.68962127
