,region,district,year,month,mean_mon_rainfall_mm
178876,Brong Ahafo,Kintampo,2013,12,4.749128
178877,Brong Ahafo,Kintampo South,2013,12,7.9720964
178878,Brong Ahafo,Wenchi,2013,12,9.144542
178879,Brong Ahafo,Tain,2013,12,8.107075
178880,Brong Ahafo,Jaman South,2013,12,10.815846
178881,Brong Ahafo,Jaman North,2013,12,9.388335
178882,Brong Ahafo,Asunafo North,2013,12,18.769796
178883,Brong Ahafo,Asunafo South,2013,12,22.898424
178884,Brong Ahafo,Tano North,2013,12,12.824971
178885,Brong Ahafo,Tano South,2013,12,12.649354
178886,Ashanti,Atwima Mponua,2013,12,21.007202
178887,Ashanti,Atwima Nwabiagya,2013,12,18.104528
178888,Ashanti,Amansie Central,2013,12,21.247393
178889,Ashanti,Obuasi Municipal,2013,12,23.789757
178890,Ashanti,Adansi North,2013,12,20.629818
178891,Western,Bia,2013,12,26.781717
178892,Western,Juabeso,2013,12,39.714867
178893,Western,Wassa Amenfi East,2013,12,34.242775
178894,Western,Wassa Amenfi West,2013,12,42.56715
178895,Central,Assin North,2013,12,45.794125
178896,Central,Assin South,2013,12,64.355576
178897,Volta,Krachi East,2013,12,9.288974
178898,Volta,Krachi West,2013,12,6.9170036
178899,Greater Accra,Ga East,2013,12,44.855736
178900,Volta,South Dayi,2013,12,30.277554
178901,Volta,Norh Dayi (Kpando),2013,12,17.35881
178902,Northern,Karaga,2013,12,2.723512
178903,Northern,Gushiegu,2013,12,2.4789393
178904,Brong Ahafo,Pru,2013,12,9.478939
178905,Brong Ahafo,Atebubu Amantin,2013,12,13.097334
178906,Eastern,Kwahu West,2013,12,25.036203
178907,Eastern,Atiwa,2013,12,23.31864
178908,Eastern,East Akim,2013,12,36.76636
178909,Upper West,Sissala West,2013,12,2.7412841
178910,Upper West,Sissala East,2013,12,2.6136577
178911,Upper East,Bolgatanga,2013,12,2.517339
178912,Upper East,Talensi Nabdam,2013,12,2.0443645
178913,Volta,South Tongu,2013,12,21.72883
178914,Upper East,Kasena Nankana East,2013,12,3.0769079
178915,Upper East,Kasena Nankana West,2013,12,2.9143653
178916,Upper West,Jirapa,2013,12,3.5569701
178917,Upper West,Lambussie Karni,2013,12,2.5341144
178918,Northern,Kpandai,2013,12,6.543078
178919,Northern,East Gonja,2013,12,5.2523966
178920,Brong Ahafo,Dormaa East,2013,12,13.796422
178921,Brong Ahafo,Dormaa Municipal,2013,12,15.880795
178922,Brong Ahafo,Nkoranza South,2013,12,9.997109
178923,Brong Ahafo,Nkoranza North,2013,12,10.461159
178924,Brong Ahafo,Sunyani Municipal,2013,12,12.597772
178925,Brong Ahafo,Sunyani West,2013,12,12.379355
178926,Central,Upper Denkyira West,2013,12,27.916195
178927,Central,Upper Denkyira East,2013,12,33.913982
178928,Central,Awutu Senya,2013,12,50.53288
178929,Central,Effutu,2013,12,52.57843
178930,Western,Prestea / Huni Valley,2013,12,54.51373
178931,Western,Tarkwa Nsuaem,2013,12,66.4804
178932,Western,Sefwi Wiawso,2013,12,26.225113
178933,Western,Sefwi Akontombra,2013,12,39.80276
178934,Greater Accra,Ga West,2013,12,50.00792
178935,Greater Accra,Weija (Ga South),2013,12,50.81574
178936,Greater Accra,Adenta,2013,12,45.660007
178937,Greater Accra,Tema,2013,12,39.923313
178938,Greater Accra,Ashaiman,2013,12,42.770664
178939,Greater Accra,Ledzokuku / Krowor,2013,12,38.676952
178940,Greater Accra,A M A,2013,12,45.997948
178941,Volta,Biakoye,2013,12,15.093091
178942,Eastern,Birim South,2013,12,43.559902
178943,Eastern,Birim Central Municipal,2013,12,45.602924
178944,Eastern,Kwahu East,2013,12,22.552732
178945,Eastern,Kwahu South,2013,12,18.912773
178946,Ashanti,Adansi South,2013,12,29.443804
178947,Ashanti,Bosome Freho,2013,12,26.944315
178948,Ashanti,Sekyere South,2013,12,10.96056
178949,Ashanti,Sekyere Central,2013,12,10.702964
178950,Ashanti,Mampong Municipal,2013,12,10.113017
178951,Ashanti,Offinso North,2013,12,10.426091
178952,Ashanti,Offinso Municipal,2013,12,11.059866
178953,Ashanti,Ejisu Juaben,2013,12,19.403858
178954,Ashanti,Sekyere East,2013,12,17.240881
178955,Central,Agona East,2013,12,48.61852
178956,Central,Agona West,2013,12,55.03798
178957,Eastern,Lower Manya Krobo,2013,12,36.142925
178958,Eastern,Upper Manya Krobo,2013,12,21.931278
178959,Western,Shama,2013,12,55.71032
178960,Western,Sekondi-Takoradi,2013,12,42.835182
178961,Western,Mpohor-Wassa East,2013,12,63.7708
178962,Western,Nzema East,2013,12,67.413155
178963,Western,Ellembelle,2013,12,67.38064
178964,Ashanti,Bekwai Municipal,2013,12,19.372892
178965,Ashanti,Kwabre East,2013,12,14.065062
178966,Ashanti,Afigya Kwabre,2013,12,10.788948
178967,Ashanti,Atwima Kwanwoma,2013,12,19.97436
178968,Ashanti,Bosumtwi,2013,12,22.470892
178969,Eastern,Birim North,2013,12,28.684769
178970,Eastern,Akyemansa,2013,12,32.689453
178971,Brong Ahafo,Sene,2013,12,11.177455
178972,Ashanti,Sekyere Afram Plains,2013,12,13.528289
178973,Eastern,Kwahu North,2013,12,14.888865
178974,Central,Gomoa West,2013,12,70.20468
178975,Central,Gomoa East,2013,12,48.024353
178976,Volta,Akatsi,2013,12,26.90256
178977,Volta,Hohoe,2013,12,19.81678
178978,Volta,Kadjebi,2013,12,17.270115
178979,Northern,Zabzugu-Tatale,2013,12,4.8595634
178980,Upper East,Garu Tempane,2013,12,2.0296767
178981,Northern,Bunkpurugu Yonyo,2013,12,1.8460945
178982,Northern,Nanumba South,2013,12,5.4718456
178983,Volta,Ho,2013,12,36.63991
178984,Volta,Adaklu Anyigbe,2013,12,35.361427
178985,Northern,Chereponi,2013,12,1.9452568
178986,Northern,Saboba,2013,12,2.9554143
178987,Volta,Jasikan,2013,12,14.334807
178988,Volta,Ketu North,2013,12,19.590956
178989,Volta,Ketu South,2013,12,10.851487
178990,Volta,Nkwanta North,2013,12,6.074294
178991,Volta,Nkwanta South,2013,12,10.18403
179274,Ashanti,Ahafo Ano North,2014,1,16.573362
179275,Ashanti,Ahafo Ano South,2014,1,16.789509
179276,Ashanti,Amansie West,2014,1,32.16534
179277,Ashanti,Asante Akim North,2014,1,18.875036
179278,Ashanti,Asante Akim South,2014,1,29.989182
179279,Ashanti,Ejura Sekye Dumasi,2014,1,5.9790235
179280,Brong Ahafo,Asutifi,2014,1,15.840208
179281,Brong Ahafo,Berekum,2014,1,10.242838
179282,Brong Ahafo,Techiman,2014,1,6.023134
179283,Central,Ajumanku / Enyan / Essiam,2014,1,48.32834
179284,Central,Abura / Asebu / Kwamankese,2014,1,48.58255
179285,Central,Asikuma / Odoben / Brakwa,2014,1,54.159298
179286,Central,Cape Coast,2014,1,44.1477
179287,Central,Komenda / Edina / Eguafo / Abirem,2014,1,50.67754
179288,Central,Mfantsiman,2014,1,41.085724
179289,Central,Twifo / Heman / Lower Denkyira,2014,1,50.912457
179290,Eastern,Akwapim North,2014,1,32.478516
179291,Eastern,Akwapim South,2014,1,29.954634
179292,Eastern,Asuogyaman,2014,1,19.665411
179293,Eastern,Fanteakwa,2014,1,26.110546
179294,Eastern,Kwaebibirem,2014,1,41.579773
179295,Eastern,New Juaben Municipal,2014,1,31.977833
179296,Eastern,Suhum / Kraboa Coaltar,2014,1,42.36567
179297,Eastern,West Akim,2014,1,51.94613
179298,Eastern,Yilo Krobo,2014,1,28.913492
179299,Greater Accra,Dangbe East,2014,1,12.571134
179300,Greater Accra,Dangbe West,2014,1,16.119354
179301,Upper West,Lawra,2014,1,1.0661725
179302,Upper West,Nadowli,2014,1,0.9774009
179303,Volta,Keta Municipal,2014,1,16.818521
179304,Volta,North Tongu,2014,1,15.888144
179305,Western,Ahanta West,2014,1,41.05159
179306,Western,Aowin / Suaman,2014,1,41.657234
179307,Western,Sefwi Bibiani-Ahwiaso Bekwai,2014,1,35.68725
179308,Western,Jomoro,2014,1,31.544462
179309,Ashanti,K M A,2014,1,25.189886
179310,Upper East,Bawku West,2014,1,0.7461379
179311,Upper East,Bongo,2014,1,0.8328762
179312,Upper East,Builsa,2014,1,0.45849597
179313,Northern,West Mamprusi,2014,1,1.0323632
179314,Northern,Savelugu Nanton,2014,1,2.9062567
179315,Northern,Tolon Kumbugu,2014,1,2.053403
179316,Northern,Yendi,2014,1,4.6666713
179317,Northern,Tamale,2014,1,3.3160744
179318,Upper West,Wa West,2014,1,1.2201692
179319,Upper West,Wa Municipal,2014,1,0.9928808
179320,Upper West,Wa East,2014,1,1.0710806
179321,Upper East,Bawku Municipal,2014,1,0.47695443
179322,Northern,East Mamprusi,2014,1,0.50863504
179323,Northern,Central Gonja,2014,1,2.788723
179324,Northern,West Gonja,2014,1,1.209298
179325,Northern,Bole,2014,1,2.2412
179326,Northern,Sawla / Tuna / Kalba,2014,1,1.0568408
179327,Northern,Nanumba North,2014,1,7.8067136
179328,Brong Ahafo,Kintampo,2014,1,5.1081476
179329,Brong Ahafo,Kintampo South,2014,1,5.21391
179330,Brong Ahafo,Wenchi,2014,1,4.0929375
179331,Brong Ahafo,Tain,2014,1,4.069837
179332,Brong Ahafo,Jaman South,2014,1,10.569987
179333,Brong Ahafo,Jaman North,2014,1,7.121059
179334,Brong Ahafo,Asunafo North,2014,1,16.381876
179335,Brong Ahafo,Asunafo South,2014,1,26.921034
179336,Brong Ahafo,Tano North,2014,1,11.285798
179337,Brong Ahafo,Tano South,2014,1,9.493382
179338,Ashanti,Atwima Mponua,2014,1,29.148441
179339,Ashanti,Atwima Nwabiagya,2014,1,23.014969
179340,Ashanti,Amansie Central,2014,1,30.149887
179341,Ashanti,Obuasi Municipal,2014,1,28.189314
179342,Ashanti,Adansi North,2014,1,29.195644
179343,Western,Bia,2014,1,17.475681
179344,Western,Juabeso,2014,1,30.941563
179345,Western,Wassa Amenfi East,2014,1,39.866505
179346,Western,Wassa Amenfi West,2014,1,42.8689
179347,Central,Assin North,2014,1,42.7054
179348,Central,Assin South,2014,1,49.545567
179349,Volta,Krachi East,2014,1,17.344421
179350,Volta,Krachi West,2014,1,11.030895
179351,Greater Accra,Ga East,2014,1,19.811527
179352,Volta,South Dayi,2014,1,18.063934
179353,Volta,Norh Dayi (Kpando),2014,1,16.191744
179354,Northern,Karaga,2014,1,2.4336007
179355,Northern,Gushiegu,2014,1,2.3159838
179356,Brong Ahafo,Pru,2014,1,7.219679
179357,Brong Ahafo,Atebubu Amantin,2014,1,8.8546505
179358,Eastern,Kwahu West,2014,1,28.110857
179359,Eastern,Atiwa,2014,1,32.102997
179360,Eastern,East Akim,2014,1,44.81758
179361,Upper West,Sissala West,2014,1,0.4877544
179362,Upper West,Sissala East,2014,1,0.3231089
179363,Upper East,Bolgatanga,2014,1,0.7926729
179364,Upper East,Talensi Nabdam,2014,1,0.7452559
179365,Volta,South Tongu,2014,1,13.54765
179366,Upper East,Kasena Nankana East,2014,1,0.5447376
179367,Upper East,Kasena Nankana West,2014,1,0.25867027
179368,Upper West,Jirapa,2014,1,0.7900632
179369,Upper West,Lambussie Karni,2014,1,0.6859761
179370,Northern,Kpandai,2014,1,8.69147
179371,Northern,East Gonja,2014,1,6.5400777
179372,Brong Ahafo,Dormaa East,2014,1,13.127395
179373,Brong Ahafo,Dormaa Municipal,2014,1,13.524283
179374,Brong Ahafo,Nkoranza South,2014,1,7.010281
179375,Brong Ahafo,Nkoranza North,2014,1,6.267013
179376,Brong Ahafo,Sunyani Municipal,2014,1,10.160122
179377,Brong Ahafo,Sunyani West,2014,1,8.513955
179378,Central,Upper Denkyira West,2014,1,36.86869
179379,Central,Upper Denkyira East,2014,1,35.501545
179380,Central,Awutu Senya,2014,1,32.625965
179381,Central,Effutu,2014,1,29.339361
179382,Western,Prestea / Huni Valley,2014,1,48.797127
179383,Western,Tarkwa Nsuaem,2014,1,43.710346
179384,Western,Sefwi Wiawso,2014,1,35.923424
179385,Western,Sefwi Akontombra,2014,1,40.2383
179386,Greater Accra,Ga West,2014,1,24.868786
179387,Greater Accra,Weija (Ga South),2014,1,28.476166
179388,Greater Accra,Adenta,2014,1,16.560108
179389,Greater Accra,Tema,2014,1,13.684635
179390,Greater Accra,Ashaiman,2014,1,16.837444
179391,Greater Accra,Ledzokuku / Krowor,2014,1,13.101885
179392,Greater Accra,A M A,2014,1,16.470438
179393,Volta,Biakoye,2014,1,21.954094
179394,Eastern,Birim South,2014,1,49.078037
179395,Eastern,Birim Central Municipal,2014,1,54.77357
179396,Eastern,Kwahu East,2014,1,17.013079
179397,Eastern,Kwahu South,2014,1,21.456972
179398,Ashanti,Adansi South,2014,1,36.988266
179399,Ashanti,Bosome Freho,2014,1,36.878822
179400,Ashanti,Sekyere South,2014,1,13.401256
179401,Ashanti,Sekyere Central,2014,1,9.00838
179402,Ashanti,Mampong Municipal,2014,1,8.591395
179403,Ashanti,Offinso North,2014,1,8.097486
179404,Ashanti,Offinso Municipal,2014,1,11.892333
179405,Ashanti,Ejisu Juaben,2014,1,25.660809
179406,Ashanti,Sekyere East,2014,1,21.001524
179407,Central,Agona East,2014,1,45.905094
179408,Central,Agona West,2014,1,49.4681
179409,Eastern,Lower Manya Krobo,2014,1,22.821003
179410,Eastern,Upper Manya Krobo,2014,1,24.750153
179411,Western,Shama,2014,1,53.203316
179412,Western,Sekondi-Takoradi,2014,1,42.259377
179413,Western,Mpohor-Wassa East,2014,1,57.31319
179414,Western,Nzema East,2014,1,39.795628
179415,Western,Ellembelle,2014,1,38.605606
179416,Ashanti,Bekwai Municipal,2014,1,31.87916
179417,Ashanti,Kwabre East,2014,1,18.50041
179418,Ashanti,Afigya Kwabre,2014,1,13.0986
179419,Ashanti,Atwima Kwanwoma,2014,1,28.923428
179420,Ashanti,Bosumtwi,2014,1,29.95904
179421,Eastern,Birim North,2014,1,33.148468
179422,Eastern,Akyemansa,2014,1,38.824688
179423,Brong Ahafo,Sene,2014,1,15.353104
179424,Ashanti,Sekyere Afram Plains,2014,1,14.129202
179425,Eastern,Kwahu North,2014,1,16.421099
179426,Central,Gomoa West,2014,1,43.121983
179427,Central,Gomoa East,2014,1,31.800575
179428,Volta,Akatsi,2014,1,21.691193
179429,Volta,Hohoe,2014,1,26.944775
179430,Volta,Kadjebi,2014,1,29.122702
179431,Northern,Zabzugu-Tatale,2014,1,8.074955
179432,Upper East,Garu Tempane,2014,1,1.0876089
179433,Northern,Bunkpurugu Yonyo,2014,1,1.0217599
179434,Northern,Nanumba South,2014,1,8.752138
179435,Volta,Ho,2014,1,22.158792
179436,Volta,Adaklu Anyigbe,2014,1,23.415482
179437,Northern,Chereponi,2014,1,1.653165
179438,Northern,Saboba,2014,1,4.417628
179439,Volta,Jasikan,2014,1,28.50126
179440,Volta,Ketu North,2014,1,20.243025
179441,Volta,Ketu South,2014,1,14.388141
179442,Volta,Nkwanta North,2014,1,8.343823
179443,Volta,Nkwanta South,2014,1,19.442995
179726,Ashanti,Ahafo Ano North,2014,2,31.996017
179727,Ashanti,Ahafo Ano South,2014,2,43.38542
179728,Ashanti,Amansie West,2014,2,67.65715
179729,Ashanti,Asante Akim North,2014,2,49.399647
179730,Ashanti,Asante Akim South,2014,2,59.234707
179731,Ashanti,Ejura Sekye Dumasi,2014,2,28.682478
179732,Brong Ahafo,Asutifi,2014,2,28.045578
179733,Brong Ahafo,Berekum,2014,2,18.677423
179734,Brong Ahafo,Techiman,2014,2,18.773306
179735,Central,Ajumanku / Enyan / Essiam,2014,2,71.318146
179736,Central,Abura / Asebu / Kwamankese,2014,2,43.133186
179737,Central,Asikuma / Odoben / Brakwa,2014,2,77.70719
179738,Central,Cape Coast,2014,2,34.82714
179739,Central,Komenda / Edina / Eguafo / Abirem,2014,2,56.84983
179740,Central,Mfantsiman,2014,2,41.736763
179741,Central,Twifo / Heman / Lower Denkyira,2014,2,72.92489
179742,Eastern,Akwapim North,2014,2,79.10691
179743,Eastern,Akwapim South,2014,2,69.39976
179744,Eastern,Asuogyaman,2014,2,57.31886
179745,Eastern,Fanteakwa,2014,2,53.940468
179746,Eastern,Kwaebibirem,2014,2,66.29613
179747,Eastern,New Juaben Municipal,2014,2,70.134026
179748,Eastern,Suhum / Kraboa Coaltar,2014,2,79.11198
179749,Eastern,West Akim,2014,2,89.342964
179750,Eastern,Yilo Krobo,2014,2,70.731255
179751,Greater Accra,Dangbe East,2014,2,39.028053
179752,Greater Accra,Dangbe West,2014,2,63.270954
179753,Upper West,Lawra,2014,2,1.7301738
179754,Upper West,Nadowli,2014,2,1.8325974
179755,Volta,Keta Municipal,2014,2,38.465923
179756,Volta,North Tongu,2014,2,54.47357
179757,Western,Ahanta West,2014,2,44.491673
179758,Western,Aowin / Suaman,2014,2,59.28414
179759,Western,Sefwi Bibiani-Ahwiaso Bekwai,2014,2,55.04427
179760,Western,Jomoro,2014,2,47.80115
179761,Ashanti,K M A,2014,2,53.171864
179762,Upper East,Bawku West,2014,2,1.8156823
179763,Upper East,Bongo,2014,2,1.9757376
179764,Upper East,Builsa,2014,2,1.3394899
179765,Northern,West Mamprusi,2014,2,1.8356715
179766,Northern,Savelugu Nanton,2014,2,3.1382527
179767,Northern,Tolon Kumbugu,2014,2,2.9918315
179768,Northern,Yendi,2014,2,4.3672404
179769,Northern,Tamale,2014,2,3.5670643
179770,Upper West,Wa West,2014,2,2.4030561
179771,Upper West,Wa Municipal,2014,2,2.0182023
179772,Upper West,Wa East,2014,2,1.9312909
179773,Upper East,Bawku Municipal,2014,2,1.0412972
179774,Northern,East Mamprusi,2014,2,1.7325008
179775,Northern,Central Gonja,2014,2,2.9229622
179776,Northern,West Gonja,2014,2,2.5718362
179777,Northern,Bole,2014,2,3.6320193
179778,Northern,Sawla / Tuna / Kalba,2014,2,2.2728627
179779,Northern,Nanumba North,2014,2,5.0932236
179780,Brong Ahafo,Kintampo,2014,2,5.613949
179781,Brong Ahafo,Kintampo South,2014,2,10.555823
179782,Brong Ahafo,Wenchi,2014,2,13.003575
179783,Brong Ahafo,Tain,2014,2,8.224363
179784,Brong Ahafo,Jaman South,2014,2,18.035854
179785,Brong Ahafo,Jaman North,2014,2,11.709233
179786,Brong Ahafo,Asunafo North,2014,2,28.312876
179787,Brong Ahafo,Asunafo South,2014,2,35.364956
179788,Brong Ahafo,Tano North,2014,2,27.916897
179789,Brong Ahafo,Tano South,2014,2,33.05332
179790,Ashanti,Atwima Mponua,2014,2,51.070286
179791,Ashanti,Atwima Nwabiagya,2014,2,58.861893
179792,Ashanti,Amansie Central,2014,2,65.41546
179793,Ashanti,Obuasi Municipal,2014,2,59.600105
179794,Ashanti,Adansi North,2014,2,67.78975
179795,Western,Bia,2014,2,33.339714
179796,Western,Juabeso,2014,2,43.62394
179797,Western,Wassa Amenfi East,2014,2,69.4291
179798,Western,Wassa Amenfi West,2014,2,63.398506
179799,Central,Assin North,2014,2,63.675297
179800,Central,Assin South,2014,2,73.31978
179801,Volta,Krachi East,2014,2,17.222044
179802,Volta,Krachi West,2014,2,11.03685
179803,Greater Accra,Ga East,2014,2,47.277145
179804,Volta,South Dayi,2014,2,53.29895
179805,Volta,Norh Dayi (Kpando),2014,2,33.431683
179806,Northern,Karaga,2014,2,2.3204858
179807,Northern,Gushiegu,2014,2,2.469576
179808,Brong Ahafo,Pru,2014,2,12.154751
179809,Brong Ahafo,Atebubu Amantin,2014,2,21.031643
179810,Eastern,Kwahu West,2014,2,49.588932
179811,Eastern,Atiwa,2014,2,60.876865
179812,Eastern,East Akim,2014,2,78.048965
179813,Upper West,Sissala West,2014,2,1.168349
179814,Upper West,Sissala East,2014,2,1.2031943
179815,Upper East,Bolgatanga,2014,2,2.0451198
179816,Upper East,Talensi Nabdam,2014,2,2.0939877
179817,Volta,South Tongu,2014,2,40.51872
179818,Upper East,Kasena Nankana East,2014,2,1.5406506
179819,Upper East,Kasena Nankana West,2014,2,1.1680098
179820,Upper West,Jirapa,2014,2,1.4546425
179821,Upper West,Lambussie Karni,2014,2,1.3945955
179822,Northern,Kpandai,2014,2,8.133367
179823,Northern,East Gonja,2014,2,5.547969
179824,Brong Ahafo,Dormaa East,2014,2,20.225191
179825,Brong Ahafo,Dormaa Municipal,2014,2,24.096857
179826,Brong Ahafo,Nkoranza South,2014,2,27.000141
179827,Brong Ahafo,Nkoranza North,2014,2,18.76826
179828,Brong Ahafo,Sunyani Municipal,2014,2,23.91195
179829,Brong Ahafo,Sunyani West,2014,2,20.7667
179830,Central,Upper Denkyira West,2014,2,63.871098
179831,Central,Upper Denkyira East,2014,2,62.838238
179832,Central,Awutu Senya,2014,2,65.72972
179833,Central,Effutu,2014,2,53.09201
179834,Western,Prestea / Huni Valley,2014,2,80.937164
179835,Western,Tarkwa Nsuaem,2014,2,70.74897
179836,Western,Sefwi Wiawso,2014,2,46.40656
179837,Western,Sefwi Akontombra,2014,2,55.832676
179838,Greater Accra,Ga West,2014,2,51.80562
179839,Greater Accra,Weija (Ga South),2014,2,59.284058
179840,Greater Accra,Adenta,2014,2,45.089294
179841,Greater Accra,Tema,2014,2,47.182182
179842,Greater Accra,Ashaiman,2014,2,51.31564
179843,Greater Accra,Ledzokuku / Krowor,2014,2,33.258183
179844,Greater Accra,A M A,2014,2,35.068066
179845,Volta,Biakoye,2014,2,26.74834
179846,Eastern,Birim South,2014,2,70.04596
179847,Eastern,Birim Central Municipal,2014,2,76.475174
179848,Eastern,Kwahu East,2014,2,39.653015
179849,Eastern,Kwahu South,2014,2,43.440277
179850,Ashanti,Adansi South,2014,2,57.80875
179851,Ashanti,Bosome Freho,2014,2,66.18747
179852,Ashanti,Sekyere South,2014,2,50.382057
179853,Ashanti,Sekyere Central,2014,2,38.523544
179854,Ashanti,Mampong Municipal,2014,2,39.621414
179855,Ashanti,Offinso North,2014,2,32.538174
179856,Ashanti,Offinso Municipal,2014,2,43.586952
179857,Ashanti,Ejisu Juaben,2014,2,54.470066
179858,Ashanti,Sekyere East,2014,2,58.372437
179859,Central,Agona East,2014,2,77.68392
179860,Central,Agona West,2014,2,80.62264
179861,Eastern,Lower Manya Krobo,2014,2,64.59288
179862,Eastern,Upper Manya Krobo,2014,2,56.735043
179863,Western,Shama,2014,2,65.96977
179864,Western,Sekondi-Takoradi,2014,2,49.046246
179865,Western,Mpohor-Wassa East,2014,2,78.72928
179866,Western,Nzema East,2014,2,60.53194
179867,Western,Ellembelle,2014,2,56.738663
179868,Ashanti,Bekwai Municipal,2014,2,64.700554
179869,Ashanti,Kwabre East,2014,2,59.716896
179870,Ashanti,Afigya Kwabre,2014,2,49.71475
179871,Ashanti,Atwima Kwanwoma,2014,2,60.113148
179872,Ashanti,Bosumtwi,2014,2,56.207626
179873,Eastern,Birim North,2014,2,57.348106
179874,Eastern,Akyemansa,2014,2,58.842373
179875,Brong Ahafo,Sene,2014,2,23.1109
179876,Ashanti,Sekyere Afram Plains,2014,2,38.58117
179877,Eastern,Kwahu North,2014,2,38.155197
